,AGE,JOB,MARITAL,EDUCATION,DEFAULT,HOUSING,LOAN,CONTACT,MONTH,DAY_OF_WEEK,DURATION,CAMPAIGN,PDAYS,PREVIOUS,POUTCOME,EMP_VAR_RATE,CONS_PRICE_IDX,CONS_CONF_IDX,EURIBOR3M,NUM_EMPLOYEES,Y,EDU_ENCODED
133,24,SERVICES,SINGLE,PROFESSIONAL COURSE,NO,YES,NO,TELEPHONE,5,MON,314.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,6
134,41,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,8,MON,984.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,6
135,58,RETIRED,DIVORCED,HIGH SCHOOL,NO,YES,NO,CELLULAR,6,TUE,663.0,1.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.262,5076.2,1,4
136,34,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,YES,TELEPHONE,5,WED,157.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
137,34,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,11,MON,141.0,2.0,999,0,NONEXISTENT,-1.1,94.76700000000001,-50.8,1.05,4963.6,0,5
138,37,TECHNICIAN,DIVORCED,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,5,WED,374.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,6
139,53,BLUE COLLAR,DIVORCED,BASIC 4Y,NO,NO,NO,TELEPHONE,6,WED,706.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,1,1
140,54,TECHNICIAN,DIVORCED,PROFESSIONAL COURSE,NO,UNKNOWN,YES,CELLULAR,7,TUE,797.0,14.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,6
141,32,TECHNICIAN,DIVORCED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,11,TUE,250.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,6
142,42,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,7,FRI,311.0,6.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,4
143,28,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,8,THU,63.0,2.0,3,1,SUCCESS,-2.9,92.20100000000001,-41.8,0.851,5076.2,1,6
144,33,SERVICES,SINGLE,HIGH SCHOOL,NO,YES,NO,TELEPHONE,5,FRI,111.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,0,4
145,41,BLUE COLLAR,MARRIED,BASIC 9Y,NO,YES,NO,CELLULAR,4,MON,148.0,2.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.405,5099.1,0,3
146,31,SERVICES,MARRIED,HIGH SCHOOL,NO,NO,YES,CELLULAR,11,THU,49.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,4
147,40,TECHNICIAN,MARRIED,BASIC 9Y,UNKNOWN,NO,YES,TELEPHONE,5,THU,171.0,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,3
148,53,UNKNOWN,MARRIED,BASIC 9Y,NO,NO,YES,CELLULAR,11,WED,242.0,1.0,999,1,FAILURE,-3.4,92.649,-30.1,0.716,5017.5,0,3
149,40,ADMIN ,DIVORCED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,MON,257.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
150,82,HOUSEMAID,MARRIED,BASIC 4Y,NO,NO,NO,TELEPHONE,9,TUE,279.0,3.0,3,2,SUCCESS,-1.1,94.199,-37.5,0.877,4963.6,1,1
151,28,BLUE COLLAR,MARRIED,BASIC 4Y,NO,YES,NO,CELLULAR,7,MON,113.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,1
152,30,ADMIN ,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,11,WED,246.0,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,0,4
153,31,UNEMPLOYED,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,7,TUE,309.0,1.0,6,3,SUCCESS,-1.7,94.215,-40.3,0.835,4991.6,1,5
154,32,TECHNICIAN,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,WED,168.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
155,54,BLUE COLLAR,MARRIED,BASIC 4Y,NO,YES,NO,CELLULAR,8,TUE,153.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,1
156,31,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,CELLULAR,7,WED,152.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,3
157,50,SERVICES,MARRIED,UNKNOWN,NO,YES,NO,CELLULAR,8,THU,90.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.968,5228.1,0,-1
158,47,TECHNICIAN,SINGLE,UNKNOWN,NO,NO,NO,CELLULAR,7,TUE,117.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,-1
159,31,ADMIN ,SINGLE,HIGH SCHOOL,NO,YES,YES,CELLULAR,5,WED,149.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,4
160,32,UNEMPLOYED,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,11,THU,640.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,4
161,46,ADMIN ,SINGLE,HIGH SCHOOL,NO,YES,NO,CELLULAR,11,MON,199.0,2.0,999,2,FAILURE,-1.1,94.76700000000001,-50.8,1.048,4963.6,0,4
162,47,ADMIN ,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,5,MON,1114.0,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,4
163,32,ADMIN ,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,11,MON,74.0,2.0,999,2,FAILURE,-1.1,94.76700000000001,-50.8,1.048,4963.6,0,4
164,52,SERVICES,DIVORCED,HIGH SCHOOL,UNKNOWN,NO,NO,CELLULAR,11,MON,190.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,0,4
165,45,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,10,FRI,738.0,3.0,6,1,SUCCESS,-1.1,94.601,-49.5,1.0290000000000001,4963.6,1,4
166,32,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,5,FRI,374.0,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,5
167,71,BLUE COLLAR,DIVORCED,BASIC 4Y,UNKNOWN,NO,NO,CELLULAR,8,THU,224.0,1.0,999,0,NONEXISTENT,-1.7,94.027,-38.3,0.904,4991.6,0,1
168,49,SERVICES,MARRIED,HIGH SCHOOL,NO,YES,NO,TELEPHONE,5,FRI,344.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,4
169,46,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,YES,TELEPHONE,6,WED,148.0,10.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,4
170,46,BLUE COLLAR,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,11,FRI,383.0,1.0,999,0,NONEXISTENT,-1.1,93.749,-50.8,1.028,4963.6,0,6
171,38,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,TUE,35.0,6.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
172,57,SERVICES,MARRIED,PROFESSIONAL COURSE,UNKNOWN,NO,NO,CELLULAR,8,MON,153.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,6
173,41,SERVICES,SINGLE,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,CELLULAR,5,MON,772.0,2.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,4
174,44,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,5,FRI,124.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,0,6
175,47,TECHNICIAN,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,WED,345.0,7.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,5
176,40,BLUE COLLAR,MARRIED,BASIC 9Y,NO,YES,YES,TELEPHONE,5,WED,951.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,3
177,57,RETIRED,SINGLE,PROFESSIONAL COURSE,NO,YES,NO,TELEPHONE,5,MON,188.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,6
178,27,ADMIN ,SINGLE,UNKNOWN,NO,NO,NO,CELLULAR,3,TUE,128.0,1.0,3,1,SUCCESS,-1.8,93.369,-34.8,0.637,5008.7,1,-1
179,52,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,CELLULAR,8,FRI,809.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,1,3
180,34,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,YES,TELEPHONE,6,WED,192.0,1.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.26,5076.2,0,5
181,42,ENTREPRENEURS,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,5,TUE,154.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
182,51,TECHNICIAN,MARRIED,UNKNOWN,NO,YES,NO,TELEPHONE,6,FRI,17.0,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,0,-1
183,45,MANAGEMENT,MARRIED,BASIC 4Y,UNKNOWN,YES,NO,TELEPHONE,5,FRI,100.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,1
184,56,RETIRED,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,5,MON,317.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,4
185,41,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,5,THU,93.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,5
186,44,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,8,FRI,111.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,4
187,50,BLUE COLLAR,MARRIED,BASIC 6Y,NO,YES,NO,CELLULAR,5,MON,293.0,3.0,3,1,SUCCESS,-1.8,92.89299999999999,-46.2,1.354,5099.1,1,2
188,54,SELF EMPLOYED,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,8,TUE,119.0,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,4
189,51,BLUE COLLAR,MARRIED,BASIC 6Y,NO,NO,NO,CELLULAR,8,FRI,393.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,2
190,30,BLUE COLLAR,SINGLE,BASIC 9Y,NO,NO,NO,CELLULAR,11,WED,30.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,0,3
191,42,HOUSEMAID,MARRIED,BASIC 4Y,UNKNOWN,YES,NO,TELEPHONE,6,FRI,38.0,8.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,0,1
192,41,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,UNKNOWN,YES,NO,TELEPHONE,6,MON,442.0,11.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.865,5228.1,0,6
193,47,SERVICES,SINGLE,BASIC 9Y,NO,NO,NO,CELLULAR,11,TUE,187.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,3
194,35,BLUE COLLAR,MARRIED,BASIC 6Y,NO,YES,NO,CELLULAR,4,FRI,113.0,1.0,999,1,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,0,2
195,58,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,CELLULAR,11,TUE,64.0,1.0,999,1,FAILURE,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,3
196,50,BLUE COLLAR,DIVORCED,HIGH SCHOOL,NO,YES,YES,CELLULAR,7,MON,629.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,1,4
197,41,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,5,TUE,92.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,6
198,38,TECHNICIAN,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,5,WED,147.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,5
199,32,STUDENT,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,11,THU,151.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,5
200,21,STUDENT,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,8,TUE,259.0,1.0,999,1,FAILURE,-2.9,92.20100000000001,-31.4,0.884,5076.2,0,4
201,46,ADMIN ,DIVORCED,BASIC 9Y,UNKNOWN,NO,NO,TELEPHONE,5,WED,423.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,3
202,42,SELF EMPLOYED,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,11,FRI,888.0,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.021,5195.8,0,5
203,55,SERVICES,MARRIED,BASIC 9Y,NO,NO,NO,CELLULAR,8,WED,76.0,13.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,3
204,29,ADMIN ,SINGLE,HIGH SCHOOL,NO,YES,NO,TELEPHONE,11,MON,207.0,1.0,6,1,SUCCESS,-1.1,94.76700000000001,-50.8,1.05,4963.6,0,4
205,30,BLUE COLLAR,SINGLE,BASIC 6Y,UNKNOWN,YES,NO,TELEPHONE,6,WED,100.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,0,2
206,53,MANAGEMENT,MARRIED,BASIC 4Y,NO,YES,NO,CELLULAR,11,WED,63.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,0,1
207,35,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,11,WED,265.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,0,5
208,46,SERVICES,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,TELEPHONE,5,TUE,273.0,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,6
209,30,BLUE COLLAR,MARRIED,UNKNOWN,NO,NO,NO,TELEPHONE,5,WED,85.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,-1
210,43,ENTREPRENEURS,MARRIED,UNIVERSITY DEGREE,UNKNOWN,YES,NO,CELLULAR,7,TUE,261.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,5
211,42,SERVICES,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,7,MON,136.0,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,4
212,32,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,7,TUE,711.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,6
213,41,BLUE COLLAR,DIVORCED,BASIC 9Y,NO,YES,NO,CELLULAR,5,FRI,88.0,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,3
214,28,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,5,TUE,72.0,3.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,5
215,24,SERVICES,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,7,THU,113.0,6.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,5
216,43,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,UNKNOWN,YES,YES,CELLULAR,4,FRI,307.0,1.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.405,5099.1,0,5
217,30,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,MON,39.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.97,5228.1,0,5
218,55,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,NO,NO,CELLULAR,11,TUE,63.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,3
219,51,RETIRED,MARRIED,BASIC 9Y,UNKNOWN,NO,NO,CELLULAR,7,FRI,64.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.959,5228.1,0,3
220,22,STUDENT,SINGLE,HIGH SCHOOL,NO,NO,YES,CELLULAR,7,FRI,154.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,0,4
221,32,ENTREPRENEURS,SINGLE,UNIVERSITY DEGREE,NO,NO,YES,CELLULAR,11,THU,126.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,5
222,43,ADMIN ,MARRIED,PROFESSIONAL COURSE,UNKNOWN,NO,NO,CELLULAR,7,THU,127.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,0,6
223,39,MANAGEMENT,MARRIED,BASIC 6Y,UNKNOWN,NO,NO,TELEPHONE,6,MON,156.0,5.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.865,5228.1,0,2
224,52,BLUE COLLAR,DIVORCED,UNKNOWN,NO,NO,NO,CELLULAR,7,TUE,111.0,8.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,-1
225,38,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,5,MON,202.0,3.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,6
226,59,RETIRED,MARRIED,BASIC 4Y,NO,NO,NO,TELEPHONE,4,TUE,353.0,4.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.453,5099.1,0,1
227,31,BLUE COLLAR,MARRIED,BASIC 4Y,NO,YES,NO,TELEPHONE,5,WED,159.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,1
228,76,RETIRED,SINGLE,BASIC 4Y,NO,NO,NO,CELLULAR,11,MON,347.0,4.0,6,1,SUCCESS,-3.4,92.649,-30.1,0.715,5017.5,1,1
229,44,UNKNOWN,SINGLE,BASIC 9Y,UNKNOWN,YES,NO,TELEPHONE,6,MON,76.0,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.96,5228.1,0,3
230,30,BLUE COLLAR,MARRIED,UNKNOWN,NO,NO,NO,TELEPHONE,5,FRI,85.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,0,-1
231,32,SERVICES,MARRIED,HIGH SCHOOL,UNKNOWN,NO,NO,TELEPHONE,6,FRI,174.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,0,4
232,41,UNEMPLOYED,MARRIED,UNKNOWN,NO,NO,NO,TELEPHONE,6,FRI,280.0,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.967,5228.1,0,-1
233,33,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,THU,686.0,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,1,5
234,59,RETIRED,MARRIED,BASIC 4Y,NO,YES,NO,CELLULAR,8,FRI,94.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,1
235,28,BLUE COLLAR,MARRIED,BASIC 9Y,NO,YES,NO,CELLULAR,7,MON,225.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,3
236,33,BLUE COLLAR,SINGLE,BASIC 6Y,NO,YES,NO,CELLULAR,5,FRI,474.0,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,2
237,53,SERVICES,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,8,THU,76.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,4
238,41,SERVICES,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,3,WED,377.0,6.0,999,0,NONEXISTENT,-1.8,92.84299999999999,-50.0,1.778,5099.1,1,4
239,55,UNKNOWN,MARRIED,BASIC 4Y,NO,NO,YES,CELLULAR,7,THU,185.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1
240,45,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,NO,NO,TELEPHONE,5,TUE,121.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,3
241,35,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,7,THU,126.0,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,0,6
242,31,SERVICES,MARRIED,HIGH SCHOOL,UNKNOWN,NO,NO,CELLULAR,7,MON,160.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,4
243,53,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,8,MON,313.0,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
244,35,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,5,THU,141.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,6
245,45,BLUE COLLAR,DIVORCED,BASIC 6Y,UNKNOWN,YES,NO,CELLULAR,5,THU,219.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,2
246,34,HOUSEMAID,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,6,THU,267.0,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,5
247,42,ADMIN ,MARRIED,BASIC 9Y,NO,NO,NO,TELEPHONE,4,MON,406.0,2.537284430410493,999,1,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,0,3
248,36,SELF EMPLOYED,MARRIED,BASIC 9Y,NO,YES,YES,CELLULAR,11,THU,151.0,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,3
249,44,ADMIN ,MARRIED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,5,WED,228.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,4
250,50,ADMIN ,DIVORCED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,TUE,73.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
251,36,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,9,FRI,355.0,1.0,999,0,NONEXISTENT,-3.4,92.37899999999999,-29.8,0.773,5017.5,0,5
252,27,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,7,THU,102.0,9.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,6
253,40,MANAGEMENT,MARRIED,UNKNOWN,NO,NO,NO,TELEPHONE,5,FRI,97.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,0,-1
254,25,TECHNICIAN,SINGLE,UNIVERSITY DEGREE,NO,YES,YES,TELEPHONE,6,MON,0.0,6.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.96,5228.1,0,5
255,29,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,8,TUE,116.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,0,5
256,44,ADMIN ,MARRIED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,5,WED,83.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,4
257,57,BLUE COLLAR,MARRIED,UNKNOWN,UNKNOWN,YES,NO,TELEPHONE,5,TUE,473.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,-1
258,30,ADMIN ,SINGLE,HIGH SCHOOL,NO,YES,NO,CELLULAR,7,WED,605.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,4
259,37,SELF EMPLOYED,MARRIED,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,8,WED,585.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.967,5228.1,0,5
260,57,TECHNICIAN,MARRIED,BASIC 9Y,NO,NO,NO,CELLULAR,7,TUE,94.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,3
261,32,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,7,THU,255.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,1,6
262,54,ADMIN ,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,11,TUE,1868.0,2.0,10,1,SUCCESS,-1.1,94.76700000000001,-50.8,1.035,4963.6,1,6
263,58,BLUE COLLAR,MARRIED,BASIC 9Y,NO,YES,NO,CELLULAR,8,MON,846.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.97,5228.1,1,3
264,29,ADMIN ,SINGLE,UNIVERSITY DEGREE,UNKNOWN,YES,NO,CELLULAR,8,TUE,158.0,5.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,5
265,60,SERVICES,MARRIED,HIGH SCHOOL,UNKNOWN,NO,NO,CELLULAR,8,TUE,73.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,0,4
266,27,UNEMPLOYED,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,6,WED,404.0,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,5
267,30,UNEMPLOYED,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,7,TUE,383.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,4
